Review,Rating
"5 star service hotel, wow, vacation new york palace amazing, let tell service, service amazing, right needed help, maids nicer nice desk gave ratings reasonable service superb, let tell room, stayed 36 floor overlooked cathedral saint patrick, die, room neat cleaners beds confortable unlike beds slept, room service door giving asked minutes maybe seconds, beyound spectacular room permission rest eat breakfast lunch dinner appetizers desert exectutive lounge, worth able eat lounge overlooking cathedral, beyound luxury room executive lounge spa excersice rooms amazing, took nice refreshing sauna showering robes slippers, 18 older use, excercise room, working tv hooked tredmeels equipment enjoy nice movie moment, watch movie tv able overlook cathedral better view room executive lounge.well thats got say hotel worth, went new york city 2 times trip stayed trump tower plaza 5 star service hotel,  ",5
"return edgewater visit excellent return, room accommodations tight fit people clean housekeeper attentive details, desk restaurant staff bell desk friendly informative, water view guestroom worth paying, food restaurant pricey impeccable service worth, bell staff graciously accommodated request complimentary shuttle service pikes market, spent total 6 nights edgewater nothing complain, edgewater walking distance downtown number good restaurants, enjoyed ambiance lobby, thank staff edgewater wonderful visit, return someday,  ",5
"great location great city shame renovations stayed cartwright 6 nights, hotel great location union square chinatown cable cars fishermans wharf ferry building california line, got bart airport walked powell cases slight incline sutter, reviews rooms small north american standards tiny bathrooms clean bed comfy, 7th floor n't hear construction noise lobby street noise night, renovations lobby noisy dusty, staff understandably best moods daytime reno work parts lobby sectioned plastic sheeting, wine tasting evening meet guests, stay rates good hotels check chancellor orchard.tips muni pass best deal town, got 7 day pass 24 airport waiting cases, ride cable car street car bus, cable cars 5 ride money day two.on sundays 76 bus stops right outside cartwright sutter goes golden gate bridge, went bridge bus got walked, 76 runs 40mins past hour sundays holidays.also sundays golden gate park closed traffic.we went tours, day shuttle bus tour booked ahead on-line, hour tour gives good overview san francisco, evening alcatraz tour booked on-line good, pre book alcatraz.finally thinking hiring car driving monterey carmel opted tour supersightseeing tours, bus driver herman entertaining plus knowledge, n't gained information,  ",3
"mediocre best wife spent weekend january, selected disappointed arrived certainly looked nothing imagine based website, lobby want cheesy looks motel, elevator parking garage looks tiny beat freight elevator, halls musty certainly seen better days dire need paint new carpet, room large n't remodeled redecorated decades smelled musty, room service bed replaced towels threadbare, coffee kleenex n't replaced trash cans n't emptied, breakfast tiny grocery store bagels containers cream cheese hardboiled eggs donuts make toast boxes cereal make waffles.the location great central block away bourbon street quiet, bayona right street, really say positive, n't know glowing reviews compare motel 6 guess nice, compared middle road marriott hilton leaves lot desired, expect cleanliness minimum 150+ night, thought staying place old new orleans charm place charmless, sounds additional rooms street main hotel wish known requested main hotel basically dump, accustomed nice hotels careful,  ",3
"de-stress, looking away sweetheart hustle bustle big city place, went hix island house christmas new year holiday boyfriend, absolutley loved, arrived pleasantly surprised room-lofts, cement structure makes room neat clean, outside shower die, expecially liked homemade bread waiting room fresh fruit juice eggs coffee fixings, really excited feature breakfast room heading day, loft private great view ocean far away horizon, advantage bug nets bugs night- need, especially enjoyed pool natural flare, pool huge right size guests staying week, battles chairs getting 6am towel reserved chair, pool perfect place cool read quiet setting, hix island house defintely typical inclusive hotel, food-factory day camp, actually loved trying restaurants downtown area, decided stay night luxury kitchen cook dinner, loved idea dine time living city, grocery stores convenience stores tons things chose, relaxed left hix house, planning year, talking trip miss hearing peepers night, highly recommend hotel couples friends want away low maitenence vacation, ladies- leave heals home,  ",5
"trust great, returned trip seattle, booked mayflower park hotel based comments site thought share experience add mix, happy stayed, request early check-in rollaway family package tickets ready waiting arrived, room fantastic children talking great hotel bathrooms deluxe room, location great, stores shopping sites nearby easy access monorail, staff helpful friendly concierge little, drinks bar nice pricey, dinner andaluca fine nothing spectacular somewhat slow service n't busy, overall stay great hope return day,  ",5
"says tin needed room night transit auckland london 2 18month daughter.we wanted central expensive.the reviews helpful emailed info address n't reply emailed wes directly.he helpful gave good deal 2 room suite.the hotel union square number poncey hotels loads shops restaurants diners close, city mildly deranged beggars god botherers street corners immediate locale union square felt safe.the lobby small pleasant couple sofas free pc terminal web access corner.the luggage gadgee check-in staff helpful early room ready.the suite small perfect needs 14th floor relatively quiet, bedroom queen bed chair tv unit, lounge sofa chair desk couple tables large tv fax machine, bathrooms room lounge used extra bedroom put-up bed cot crib free wireless access fast useful.all good solid 3* hotel central location good value particularly wes gives deal, recommended,  ",4
"good hotel problems wo n't bother hotel largely meets standards kimpton hotels indicated reviews, things know it.there truly quiet rooms hotel, rooms overlook spring street steep grade trucks constantly grind way, rooms largest nicest cluster elevators chime doors open, n't mind noise hotel fine place, think hotel stock white noise machines hand lend guests, second bring car aware cars parked open apparently near colony large birds, car returned covered bird droppings, told happen one-third parked cars busy night.finally rest hotel measures high kimpton standards especially staff rooms lack usual good fm radio/cd/speaker systems distinguish kimpton pack, addition tv little bedside clock radio, decent quality means special,  ",4
"great place, wife spent week 2 honeymoon outrigger waikiki beach, absolutely fabulous time, place lively active, shopping things, speak friendly guides lower level, make reservations directions, people friendly, room partial ocean view, n't matter planned wonderful activities, room spacious quite surprise names mentioned newsletters congratulating marriage, hotel walking distance great hotels, recommend eating chains home flair local establishments, pick fodor book hawaii ideas, problem elevators slow, pick lower level main lobby, long crowded quickly, bit peeved housekeeper demanded survey service day, literally came getting room yelled, need survey day, needless say n't survey sure make manager aware, really blast, great hotel, hawaii, enjoy, want nice view ocean walk early morning gets crowded, uninterrupted specacular view, definitely plan returning,  ",5
"noisy good value felt weekend away wife kids wife kids honest- know wont read, chose seattle easy reach hometown vancouver.decided moore hotel downtown thrifty poor reading previous reviews suit budget, staying night-how bad be.on look place outside knew wasnt going buckingham palace.the lobby pretty spartan desk clerk duty pretty friendly-one guy check inwas turned away place full-so book ahead.was pleasantly surprised room-spacious clean.no frills shampoo bar soap needs.the mattress felt water bed spring touch floor hopped it.ok so125 kgs it-but crikey bed springs surely seen better days.ah tv-but wait remote-125 kgs jumping change channels on.a trip reception enquire whereabouts saidremote-shrug shoulders-our guests home know set tv cnn duration stay.off pike place market-a short jaunt hotel-fantastic location-a dubious characters major city.parked right road place offering spot 5-had car night la hoya/mayweather fight local sports pub-on return garage full-now, problem-park street free-after 6 pmand sunday day free.saturday evening winding down-seattleites winding up-the noise level rises crescendo-its 2 a.m.a water pipe prominent celing floor fixture room outdone comes life gurgle splutterand keeps 5. a.m hour seattlitesdecide time home.i nod fitful sleep.something hotel though-somehow quaintand pleasant obscene kind way.was sorry leave-or teh thought monday office looming large, place go-just catch sleepbefore,  ",3
"perfect bride/groom guests, husband chose marqueen wedding hotel july, talking hotel seattle marqueen best rates rooms/amenities run stay 3 nights 4th free- check website deals, excellent location amazingly easy work, offered small block rooms needing guaranteed fanatic went forth guest service manager times super nice, left bottle champagne room night wedding, thoughtful, rooms small apartments- pictures posted previous guests accurate stayed room 202 nice view hotel 1st, small kitchenette built dining space huge bedroom small sitting room, used 202 brides getting ready room housed people comer/goers feeling crammed.the marqueen older building great architecture light took sight pictures headed wedding bride/groom, hotels basics large room clean internet service, bellman help second car pulls opens/closes doors time arrive desk nice marqueen adds extra touch looking, esp wedding weekend.other details drawback didnt think dont serve breakfast, kitchenette pesos street yummy breakfasts, close multiple restaurants lower queen anne 2 large grocery stores kits camera came handy dry cleaners kinkos 2 starbucks- 4 block radius marqueen.- super clean rooms maids really good disturbing wedding stuff organizing room service.- downtown shuttle awesome fyi- marriott lake union doesnt shuttle- guests staying overall disappointed parking easy valeted hotel time minimally, free internet worked well/fast, hooray, didnt notice elevator older guests handicapped, rooms floor.overall 5 stars highly recommend marqueen, enjoy, havnt added pics room 202 posted reviewer quite messy room, pictures good truly room,  ",5
"awful, incredibly disappointed hotel, n't ruin trip san francisco staying, hotel shabby air conditioning kind, window open air means hear street noise traffic city streets, furthermore open window noisy let bunch flies rid, room smelly shabby noisy way recommend, san francisco times year years honestly tell better places stay price lovely city, avoid place,  ",1
"highly recommended booked suite on-line, family owned operated hotel central city sights, suite roomy clean free parking available, extras roll-away bed set arrived, continental breakfast included, foreigners arriving thanksgiving owner telephoned various local restaurants behalf locate sample traditional turkey dinner, definitely stay recommend hotel real gem hotel friendly helpful owner-operators, highlight accommodation week trip usa,  ",5
"good deal location inn close fishermans warf free parking, rooms average motel, clean nothing write home, overall good deal area filled overpriced hotels,  ",4
"loved, clean.. spacious room reasonably priced shuttle service excellent location great, time seattle definitely silver cloud lake union,  ",5
"great value san francisco stayed chancellor hotel nights august 2007 nothing complain, location great rooms nice price paid staff attentive needs, hotel cable car line close restaurants, visit san francisco time definitely stay,  ",5
"elegant hotel good service great breakfast location stayed mark hopkins nights april enjoyable stay, entrance lobby hotel elegant, service check-in ok. receptionist effective bit attentive friendly, general pleased service hotel, reviewers complained wait long time elevator arrive, experienced problem however.our room deluxe corner room floor quite nice good view northern city, difference size classic room deluxe room quite minimal, parents-in-law brother stayed hotel stayed classic rooms, usually deluxe rooms better views classic rooms, bath room nice, included large tub little son enjoyed, knob shower tip-top condition, night arrived wife wanted shower used type knob pulled wrong direction resulted knob braking, clearly glue inside knob time happened, desk immediately sent plummer fix problem, negative aspect rooms quite poorly sound isolated pointed, couple occasions clearly hear tv program neighbour watching, nice surprise breakfast served top-of-the-mark bar hotel fantastic 360-degree view city, service quality range food served good, location hotel opinon perfect, nob hill rooms good views, takes minutes walk union square chinatown, nice park huntington park 50 meters hotel children`s playground,  ",4
"terrible experience chose hotel great reviews posted website, arrived late afternoon told receptionist room plumbing problem check, nicely handed broucher bed breakfast ensured reservation great place, innocent took words face value arriving place lets say adult male feel comfortable walking, bed breakfast itsself room rented swedish couple speak english, called anenue garden inn right away hoping mistake told place, heated discussion anenue garden finally admitted know place selected vacancy, admitted actually rooms available thier hotel, time feel customer place treated customer badly place, ended scramble looking place stay finally settled 8pm hotel, new orleans experience badly tinted,  ",1
"gorgeous hotel great hotel huge elegant rooms, clean staff friendly helpful, fantastic value money great location interesting views seattle window seconds away seattle center, recommend anybody,  ",5
"great location friendly staff comfortable beds got great deal priceline 100/night treated paid price, room nice comfortable beds complimentary coffee cocoa nice start day, location makes easy sites hills make walk little bit exercise, grayline shuttle sea tac drops hotel inexpensive, ate bar night good food reasonably priced ate restaurants water, victoria clipper 2 10 tip, definitely stay,  ",4
"great location great place great staff recently returned trip san francisco 9/16 9/21, traveled close friend stayed castle inn, got bargain airfare wanted reasonably priced hotel, wanted spend money tours food, castle inn perfect, clean, safe, great area tourists, reasonably priced complaints what-so-ever, gentleman 3 young boys, concerned hearing noise, did, staff wonderful, receptionist owner desk gracious helpful, provided useful information wanted share sites san francisco wonderful, pretty special lady.and reading place polk wonderful breakfast, nice little neighborhood addition wonderful breakfast great people waiting, perfect start long days,  ",5
"noisy atrium okay hotel hilton honor members stayed 15th floor 16 floors, suites 2 tvs tube tv bedroom flat screen tv living room, bedroom quiet, plan guests sleep sofa bed living room plan bring earplugs, hear doors slamming noise atrium, hear guests door room.while hotel replacing carpeting drapery rooms heard hammering 8, left breakfast buffet 12 pp construction workers asked room work, course answered no, enjoyed breakfast buffet restaurants consisted made-to-order omelettes waffles pancakes fresh fruit bagels pastries bacon sausage potatoes cereal oatmeal freshly-squeezed orange juice pop coffee milk.our room nice view river, hair dryer bathroom work grabbed rooms renovated, housekeeping bring toilet paper ran, hotel swimming pool good-sized exercise facilities.the location okay, 20 min, walk central stop red line train, 64 bus stops street hotel runs 30 min, 1 hour depending time day, make sure arrive early free hotel shuttle, supposed make reservations people got reservations people wait shuttle, easiest way airport hotel shuttle aquarium stop blue line,  ",3
"n't fooled pictures 12 hour road trip friends ready shower hit french quarter, guest attendant checked rude party simply asked restroom, given keys room remarked looked website swimming pool fountains courtyard reached room, nothing picture small cramped cigarette butts fireplace bathroom floor tub hair none wanted guess black ring toilet n't clean, complaining gm mr. valentino told booked weekend, decided eat weigh options, leaving hotel passed room, book hotel, door open attended housekeeping, really got angry 5 point means checking room..and hotel completely booked, immediately requested speak mr. valentino stalled 10 minutes, explained dissatisfaction treatment arrival requested room changed, right heart quarter close walking distance french market bourbon best restaurants, book prepared fuss want room looks advertised,  ",1
"worth stayed lenox weekend trip boston, great location, rooms small website, switch rooms elevator night listening people coming going, old hotel hear neighbors hallways, rooms high speed internet access joke, old dialup service faster, n't plan getting work need online,  ",1
"delightful affordable hotel maison st. charles delightful affordable hotel garden district new orleans, rooms large clean comfortable free wireless internet, loved pool spa continental breakfast substantial surprisingly healthy options new orleans known health food, hotel service great easily accommodated matter needed, street car line basically hotel door french quarter preferred 20-minute walk, complaints maison st. charles highly recommend traveling new orleans business pleasure,  ",5
"terrible experience awful night stay, planned staying 3 dirty old hot, a.c. met 2 policemen suggested safer place town, price n't, spend little lots advantages,  ",1
"fantastic, real, positive reviews parc right, parc affordable perfectly located 30 steps beach rooms need comfortable bathrooom spacious well-maintained buffet breakfast perfect way start day staff friendly informative, small disappointment pool smallish tucked away building 8th, floor shade afternoon, worries hit beach, time waikiki definitely stay parc,  ",5
"great service great location huge room noisy wife decided make 4 day trip seattle, time stayed friends son 2 years old decided easier stayed hotel thought fun stay downtown, child wanted stay suite reasonable price.overall happy kimpton alexis, best service, say hotel best service hotel stayed certianly best price, single member staff great valet took car desk people phone people room service folks, say great mean staff friendly extremely responsive truly care good stay, managed make feel important people hotel time, service speed blazing fast, called extra cot boy minutes, wanted park car ran, asked desk directions right helping giving choice maps, wo n't line manager hotel good training motivating staff.the location hotel excellent, blocks pike place market breakfast, block seattle art museum alas closed 2007 generally accessible downtown, road pioneer square, 8 blocks shopping, little space needle similar abut walk walk way monorail kind fun cab.the main room suite got huge, sort sparsely furnished fully advantage space, nice, bedroom smaller big bed.the bathroom sort dissapointment really match hotel, small sort cheap, new clean fine.the worst room noise road, second floor room 222 new hotel road noise quite bad, trucks cars stereo systems going motorcyles right inside room, use better soundproofing room, sounds die late night able fall asleep say annoying, suspect rooms higher floors quieter time stay hotel ask one.you got factor price evaluating hotel, fair deal large suite great location outstanding service, 4 1/2 stars, time seattle likely hotel,  ",4
"great hotel great location spent wonderful days hotel, stayed concierge floor, executive lounge offers multiple food offerings day including breakfast, location perfect real plus light sleeper.. rooms quiet, n't hear street noise 32nd floor.would stay,  ",5
"cutesy husband picked petite based online recommendations, stayed honeymoon, staff kind accomodating, attmept decorate room mylar balloons deflated ice melted champagne, room style, building old decorated little girls room, teddy bear bed, fact husband said best commented staying doll house, hotel conveniently located things clean staff personable, style,  ",3
"small fine really really really small room old buildings small, computers guest use wi-fi nice sitting room/business area, parking costs 8 day covered garage door, good location shopping waterfront, loved elliotts waterfront restaurant brooklyn restaurant, loved nordstroms, great time seattle,  ",3
"absoluteley superb spent 8 days castle inn june 6 weeks honeymoon hawaii west coast.this motel/hotel little argue, fact think nothing, location superb bus stop van ness powell hyde cable car route blocks broadway, staying week purchased 20 transport pass fishermans wharf cable car turntable bus cable car options close hotel extremely located safe area, thai restaurant corner great cheap takeaway bring room, star india corner buffet 8 best indian while.use microwave heat left overs.versa staff wealth information, come sfc castle inn place stay question.david maria burt wingan way morwell australia,  ",5
"wouldnt stay hawaii times past, trip daughters 21st birthday celebration trip, dream location, reserved oceanview rooms upgraded check oceanfront room oceanview rooms available 2 beds, greatest view, hear music nite dukes, dont miss dukes sunday henry copona, complaint associated hotel, fact left wallet pool area thanks roosevelt hotel employee returned, hotel employees advise took bus day thought short ride dole, nearly 2 hours later arrived dole, good idea listen recommendations, piece hula pie dukes going home, breakfast feast morning, pool small closes early complain ocean doorsteps, water clear sandy, beach shoes hotels near, read review reserving beach chair problems had-this happen us-we called early morning chairs tagged room number, fresh towels fresh water frozen washclothes available heat day, sandwich shop lower lobby area dont remember fresh sandwiches enjoy beach, save money return hotel worth price, fun hotel missed planned activities, aloha spirit live outrigger waikiki beach-cant wait return aloha,  ",5
"great hotel star service stayed chancellor 4 nights honeymoon beginning november.from moment arrival staff feel welcome, e-mailed wes tyler week ask room view mentioned honeymoon.the room given 13th floor great view union square provided complimentary champagne chancellor hotel photo frame nice touch.as reviews stated rooms fairly small understood anybody needs huge hotel room, holiday places stay room, room cleaned meticulously day facilities needed, location hotel better accessibility attractions great cable car stopping right outside door muni links accessible powell street.my advice need taxi n't ask bell boy hail, asked told basically chance time day taxi coming street straight hotel opposite bell boy whistle flag cabs, try, eventually advised stand line larger hotels couple blocks street likely result, taken criticism way sure larger hotel expensive chancellor able employ spend day hailing cabs, san francisco definitely stay chancellor, say hotel offers 5 star service, highest star hotel stayed honeymoon 4 star mgm grand las vegas opinion friendliness helpfulness staff chancellor blew impersonal mgm grand customer service water,  ",5
"conference stayed jw marriott 5 days past week, quick note great time new orleans, years visit wo n't happen again.the good staff topnotch customer oriented.location hotel canal easy getting around.quick check-in check-out.room furnishings nice room kept clean.housekeeping staff excellent room service quick food average best.the bad rooms paper walls, called desk times 3 4 5 complain chance sleep, heard parties rooms walking halls 24/7.you hear doors opening loud clunk noise closing day/night.the concierge busy wait time 15 30 minutes, verdict stay free.thankfully sheraton 30 second walk starbucks better choices couple blocks visit,  ",2
"bittersweet memories glorious past recent stay kahala hotel resort confirmed doubt resort sadly riding past performance history world class resort, family used spend christmas holiday command hilton corporation glorious hotel feel royalty, unfortunately resort fell disrepair helm mandarin oriental group current owners/managers broken pieces together.to credit glorious beachfront location fault, lush tropical grounds dire need attention, accomodations dirty well-worn bordering shabby chic, carpets upholstery stained past service furniture literally falling apart staff indifferent needs guests acting held captive plotting long anticipated escape, simple service requests unfulfilled require multiple calls effort forth, overall mood mausoleum tropical resort.dining restaurants fine, term hit-or-miss comes mind terms quality value.if price indicator quality think booking 5 star resort sadly disappointed checkin.the kahala needs closed extensive renovation, good bones needs investment team quality management help along.oh thought release dolphins, able swim free ocean, people want dolphins hawaii snorkeling visit sea life park,  ",2
"whatch cause screw ya, place dump husband paid roomin advance 5 days, room n't cleaned day left office extra trash bags stop cleaning lady outside smoking clean towels, oh smoker suggest leave cigarette butts ground outside tried right thing garbage inside room instead debited account 100 room smelled cigarettes, talked manager day later said basically bad theres nothing smelled cleaning lady smoked room, word basically, people stay workers money huh, stay n't suggest stay,  ",1
"enjoyed pleased way boyfriend treated hotel, breakfast choices vast cookies milk downstairs night promised staff helpful kind, offered bring asked room hesitation, seriously n't understand reviewers staying plenty sitting room toilet, think room little small 80/night weekend n't ask, definitely stay,  ",4
"great location, decent price, boutique property excellent location union square easily accesible theaters public transportation restaurants prefer ultra-modern decor, rates moderate staff professional,  ",4
"excellent cheap meals stayed great southern hotel 3 nights incl weekend, room adequate location great access transport walking shopping, meals bar excellent value good quality, try 280gram rump steak chips salad 7, round stay pleasant minor problem occasional noisy guest/s corridor, requested quiet room booking way n't problem,  ",4
"terrible, husband stayed frenchmen january, worst hotel stayed, floors dirty, furniture old ugly, roaches bathroom, left hotel left pillow, called hotel asked send, agreed sent pillow calling times talking manager agreed send, stay,  ",1
"lovely gem hotel new orleans fashionable district overall thought w hotels overpriced got good rate lovely w comfortable stay, new orleans rock concert house blues minutes walk hotel, freezing cold outside sitting sofas hotel courtyard flame fountain really pleasant wireless internet free area swimming pool reception lounge area, hot chocolate marshmallows cinamon sticks free guests reception area late afternoon, room stylish quiet comfortable bliss toiletries, sister hotel walking distance away building heard w better smaller w new orleans,  ",4
"great location need internally upgrade advantage north end downtown seattle great restaurants nearby good prices, rooms need updated literally thought sleeping 1970 bed old pillows sheets, net result bad nights sleep, stay location, staff friendly,  ",2
"perfect stay stayed property night prior cruise departing honolulu, 25-30 minute cab ride airport hotel 15-20 minute ride cruise terminal, hotel clean, staff helpful professional, orginally booked city view room, check-in offered complimentary upgrade partial oceanview room, location ideal beach, wonderful meal duke restuarant, prior making reservation property little skeptical reviews read web-site, travelers written noise property, n't experience extra noise normally property, great nights sleep, definitely stay, questions asked,  ",5
"quite title review basically sums recent stay andra, overall satisfied stay got deep discount left wondering listed small luxury hotels world.we lux king corner suite suite quite spacious quiet restful sleep, beds/linens soft comfortable brought extra pillows requested, plenty storage suite 2 closets set drawers plus generously-sized night tables plus.however sofa disappointing cheap construction sagging middle fairly uncomfortable sit watch tv, armchair seriously needed recovering edges worn dirty frayed, suite overhaul soon noticed chipped paint plus chipped scratched furniture, carpets felt bit grimy overall feeling room cleaner.the bathroom small knew going read past reviews, bother adequate shelves storage, soaking tub forget, tub low overflow drain obviously designed hates baths, 5'2 big maximum water level came lower abdomen, reclined trying soak water kept draining gave 5 minutes, shower pressure good tons hot water time day, face stockholm amenities delicious subtle white tea fragrance bottles size postage stamps cheap luxury hotel, staff happy send tiring request daily basis.the staff 20-30 somethings pleasant eager, feel achieved luxury level service, simple request sent seattle times v. new york times read local news, daily basis received new york times credit swiftly replaced seattle times request n't asking 4 days row, time asked desk person reconfirm reservation concierge left looked handed dead fish, nitpicking expect maybe motel 6 v. luxury hotel, actually place andra slightly 3 star hotel luxury level, staff accomodating pleasant room ok. stay got low rate stay pay high season rate approx 480.00 felt service room worth,  ",3
"pass folks arrived scheduled checked pre-paid required, told wait minute rooms cancelled replied way cancel, tried 4 adults crackerbox sized room size bed small sofa sleeper, went office blocks away got credit card credited thankfully copley house took hotel boston pay considerably rooms ultimately worth, going chance folks better make sure times screwed reservation leave home head boston time make sure reservation secured, maybe enjoy time copley house, dealing office people watched customers come complaints satisfactorily taken care knows fact complaints going time, copley house needs completely revamp approach reservations providing customers, maybe caught bad time n't know sense things selection copley house bad selection get-go, afford probably save headaches,  ",1
"great stayed hotel 5 nights end august 2005. reserved online web site hotel rate 125/per night including continental breakfast 2.the room nice clean room 1105 furniture n't look brand new.everything perfectly working room bath tv nice biew union square cheesecake factory restaurant.breakfast good n't want continental breakfast use coupon 7 usd value choice.all staff firendly.so say nice hotel think good value/price search online hotel area near double price,  ",4
"avoid plague, phoenix april concert stayed hotel san carlos night admit bit worried location sister got worried understatement, large concentration homeless people outside hotel agressive n't money.some streets hotel closed construction person know phoenix driving long time finding place park.parking hotel chase tower underground tunnel use inconvenient especially events held convention center car ends higher floor.the hotel desperate need little renovation starting elevator people elevator problably plummet way horrible noise, got room thing noticed neighbors room, actually hear conversation 112 degrees phoenix day hotel central air conditioning controled staff absolutely disgusting came concert park higher floors chase tower time people getting civic center event took forever cross street, finally got noticed lot homeless people sidewalk panhandling got scared kind agressive actually run inside hotel went bed needless say n't sleep people room talking laughing night long bad air conditioning bar street really loud music hard bed continental breakfast just, definetly pay little extra stay hyatt wish, best stay hotel san carlos leaving,  ",1
"use little attention definitely critical room n't gotten deal priceline, overall hotel needs stay, judging size convention area reviews site crowded week, girlfriend staying weekend, place ghost town, saw hotel restaurant morning evening, fact count hands number people saw lobby period, mammoth dimensions lobby felt incredibly empty.the hotel felt little different people, emptiness rough edges appeared rough, rough edge ca n't really cover pool area, thing n't updated 20 years, guess, considering linoleum pool starting peal stainless steel hot tub graffiti ca n't help think major updates scheduled near future.the room little cramped review pointed n't bad, updated flat screen television, matching granite table tops, comfortable seats window, lush towels, incredible bed, king sized bed room slept dead, waking difficult, rough edges antiquated air conditioning paneling coming room felt cozy, importantly furniture room comfortable, said paid price room different story, far experience got paid thanks priceline, recommend hotel knew going stay n't warn,  ",3
"stated spent 5 days ritz san juan, nice staff hotel premier property, felt room needed face lift, wall paper bathrooms old need change, rooms small, hotel expensive, recommend san juan looking great beach, yes hear planes day beach, horrible problem hear, stay, really expecting luxury charged,  ",3
"comfortable apt.-style hotel enjoyable stay price amenities, european-style hotel, building old furniture classic style comfortable, a/c upper floors able open windows, terrific grocery nearby metropolitan market good restaurants, seattle center space needle experience music project science center, far pike market waterfront inn shuttle available day, parking tight, limited hotel spaces usually parking street fee 1-2 hours, parking 6 p.m. free streets car 8 amreported slow toilet fixed immediately, staff responsive,  ",4
"truely wonderful place husband university inn right, definitely place stay seattle, room queen bed nice sitting area microwave mini-fridge, lobby stocks tazo teas breakfast buffet tasty, parking easy right hotel, staff friendly helpful.the location fantastic right heart university district walking distance uw campus surrounding bars restaurants, close i-5 minutes drive heart downtown, highly recommend staying, reviewer said really feel little home away home.please feel free contact question hotel,  ",5
"friendly clean hotel stayed castle inn 2 nights sept 2005 trip, motel spacious clean secure free parking reception staff help, located visits union square/fisherman wharf area golden gate bridge balcony/walkway outside room, recommend,  ",4
"happy stay castle inn group 13 singapore, stay castle inn pleasant, varsa friendly helpful host met trip coastal california, rooms basic neatly cleanly kept quiet, rate reasonable, thanks varsa great stay san francisco,  ",4
"wo n't stay frenchmen hotel, husband party traveling previous poster kjacklpn, ones room air conditioning ceiling fan, arrived hotel 1 p.m. 10 a.m. store luggage hotel office told rooms ready, left walked city 3 p.m. check-in, arrived hotel 3 told rooms air conditioning air conditioning room leaking, told repairman contacted probably hour, aggravated tired driving 8 hours hot felt room obviously a/c check day repair evident called afternoon, repairman did, haphazardly got a/c running run cut run cut music festival town choice better nothing all.our room small bathrooms smaller, n't bathroom mirror wall, big deal man woman kinda mirror getting dressed, asked desk clerk said work got, room pretty clean floors n't mopped days evident bottoms socks.all impressed frenchmen hotel, probably n't stay,  ",2
"great stayed ritz-carlton december 21-23 2007. lovely hotel great location opinions noted trip advisors true reported service ritz standards, say time staying ritz-carlton hotel tend stay upscale hotels agree service accommodations great, great beds not, big deal makes wonder short-cuts taken sheets really clean arrived, huge fiasco bell desk took luggage hours arrive rooms turns really problem desk, room service took extremely long time arrive, add frustration buttons phones programmed properly called bell desk in-room dining answer sort worked problem, sympathize issues arisen katrina first-timer tough consider staying ritz-carlton based experience.what great lounge called library, nice place couples relax drink listen music, husband cigar aware n't sort thing ventilated bothered smoke, hotel decorated beautifully holidays, full-size gingerbread house kids loved did,  ",2
"bad management participant phoenix rock n roll marathon booked hotel using priority club points marathon website listed hotel race day shuttle hotel guests.i arrived hotel check asked shuttle schedule, representative desk told n't shuttle arranged private party booked separately sales department, told need provide transportation race start, couple questions finally asked manager.while waiting manager arrive gals gave snotty smile stated sorry misinformation walked away.after 15 minutes desk manager arrived told shuttle included special marathon rate sold 3 months, informed listed website booked accordingly, said know information wrong shuttle, asked solve replied taxi, guests lobby booked hotel pretense race day shuttle transportation.the manager unwilling help remedy situation took position booked wrong rate, morning dropped alternate transportation informed crown plaza shuttle stuck traffic miles race participants make start time.my previous experiences crown plaza hotels icp chain general great customer service willing help, attitude entire desk barrage employees unacceptable, big event misadvertising spoiled many.i recommend hotel, management concerned guest satisfaction,  ",1
"disappointing, approximately weeks ago husband dog repeat guests executive pacific plaza hotel quick business trip, month prior stayed 5-days father son graduation great time, majority staff quite friendly inviting, price affordable rooms nice location amazing needs, challenge encountered reserved room asked nice reservationists confirmation directed e-mail forward fathers itinerary traveling california, assured occur not, experience great talking property affordability location, needed return business selected property positive experience weeks prior, time booked reservation on-line party immediately receive confirmation itinerary travels exactly occurred, called property advance confirm arrangements informed bringing dog, confirm acknowledgement, arriving property mentioned returning weeks previous visit acknowledged, assigned room entered quite impressed, room located wing hotel end hallway rooms clustered hand written signs room doors stating painting, located floor previous room king bed queen, room small cramped view house workings systems staying long big issue, time checked needed leave event 5:00pm sound possibly paint sprayer cause discomfort, returned hotel approximately 11:30pm tired total 4-days travel early late events, slept fine promptly 7:47am awaken sounds staff yelling forth, stopped 50 minutes began, decided time pack leave big deal guess, husband took dog walk car continued prepare departure, came tell went car broken, contacted garage attendant told 17 level garage happens time, offered parking hotel, point weighing entire experience limited stay feeling quite disappointed decided share experience management, check asked nice desk attendant speak manager regards experience stated desk supervisor wish speak general manager, told comfortable speaking comfortable share gm, said yes, went explain entire experience empathized added appeared apparent penalized booking party room assignment opportunity raised upgrade chose quite confident hotel 100 occupancy, stated new construction noise given option bothered advance, argue facts, offered credit parking charge said credited room night charge paid, insult injury point, say said treated better parking garage management graciously offered vacuum glass car window thief broke charge let dog ini hotel management business past 10-years believe understanding point view patronage unappreciated.the hotel potential understand recently changed ownership/management july, need remember need make people feel special goes long way guest experience regardless things direct control.it weeks follow-up hotel, experience disappointing,  ",2
